,Tipo,Valor
972,Postest,79.79692043666874
973,Postest,79.79692043666874
974,Postest,51.670877627878156
975,Postest,71.87395719120941
976,Postest,71.87395719120941
977,Postest,79.79692043666874
978,Postest,28.126042808790576
979,Postest,79.79692043666874
980,Postest,100
981,Postest,51.670877627878156
982,Postest,71.87395719120941
983,Postest,20.203079563331265
984,Postest,100
985,Postest,51.670877627878156
986,Postest,20.203079563331265
987,Postest,48.329122372121844
988,Postest,51.670877627878156
989,Postest,28.126042808790576
990,Postest,51.670877627878156
991,Postest,71.87395719120941
992,Postest,79.79692043666874
993,Postest,20.203079563331265
994,Postest,48.329122372121844
995,Postest,28.126042808790576
996,Postest,0
997,Postest,79.79692043666874
998,Postest,51.670877627878156
999,Postest,28.126042808790576
1000,Postest,100
1001,Postest,48.329122372121844
1002,Postest,28.126042808790576
1003,Postest,79.79692043666874
1004,Postest,28.126042808790576
1005,Postest,0
1006,Postest,71.87395719120941
1007,Postest,28.126042808790576
1008,Postest,71.87395719120941
1009,Postest,28.126042808790576
1010,Postest,0
1011,Postest,51.670877627878156
1012,Postest,51.670877627878156
1013,Postest,20.203079563331265
1014,Postest,0
1015,Postest,48.329122372121844
1016,Postest,100
1017,Postest,71.87395719120941
1018,Postest,20.203079563331265
1019,Postest,20.203079563331265
1020,Postest,20.203079563331265
1021,Postest,51.670877627878156
1022,Postest,20.203079563331265
1023,Postest,28.126042808790576
1024,Postest,20.203079563331265
1025,Postest,71.87395719120941
1026,Postest,51.670877627878156
1027,Postest,79.79692043666874
1028,Postest,79.79692043666874
1029,Postest,20.203079563331265
1030,Postest,79.79692043666874
1031,Postest,48.329122372121844
1032,Postest,51.670877627878156
1033,Postest,20.203079563331265
1034,Postest,100
1035,Postest,79.79692043666874
1036,Postest,28.126042808790576
1037,Postest,48.329122372121844
1038,Postest,0
1039,Postest,0
1040,Postest,51.670877627878156
1041,Postest,71.87395719120941
1042,Postest,71.87395719120941
1043,Postest,20.203079563331265
1044,Postest,100
1045,Postest,100
1046,Postest,71.87395719120941
1047,Postest,100
1048,Postest,71.87395719120941
1049,Postest,79.79692043666874
1050,Postest,79.79692043666874
1051,Postest,0
1052,Postest,0
1053,Postest,71.87395719120941
1054,Postest,71.87395719120941
1055,Postest,71.87395719120941
1056,Postest,51.670877627878156
1057,Postest,71.87395719120941
1058,Postest,71.87395719120941
1059,Postest,71.87395719120941
1060,Postest,0
1061,Postest,28.126042808790576
1062,Postest,79.79692043666874
1063,Postest,0
1064,Postest,51.670877627878156
1065,Postest,71.87395719120941
1066,Postest,0
1067,Postest,79.79692043666874
